odbid,start_date,max_seats,max_arr
7000128,2011-06-01,611,273043.68
7000129,2013-01-01,235,75690
7000130,2006-03-01,110,49119
7000131,2007-08-01,171,77309.11
7000133,2010-08-01,80,31752
7000134,2011-03-01,100,47334
7000135,2008-12-01,80,30166.5
7000136,2006-03-01,200,91140
7000137,2009-12-01,20,5460
7000138,2007-02-01,3630,1377023
7000140,2008-11-01,605,139196.9
7000141,2009-06-01,373,177772
7000142,2009-05-01,555,145915
7000143,2011-07-01,570,247235.63
7000147,2009-10-01,100,29275
7000148,2009-12-01,423,41760.119999999995
7000152,2009-05-01,18500,4459838.04
7000153,2010-12-01,300,127890
7000154,2010-12-01,83,40263.3
7000155,2010-11-01,413,136275.31
7000156,2009-04-01,919,379582.14
7000158,2011-01-01,114,57594.6
7000159,2012-01-01,603,294470.4
7000160,2009-04-01,51,17850
7000161,2009-11-01,60,13590
7000162,2011-07-01,230,105840
7000164,2006-09-01,285,123343.5
7000165,2011-01-01,80,33216
7000173,2011-11-01,2501,896500
7000174,2011-02-01,87,40966.8
7000175,2009-04-01,614,187072.72
7000177,2010-12-01,4555,1256432
7000178,2008-06-01,154,58073.4
7000179,2010-01-01,1850,174706.02
7000180,2011-04-01,190,72765
7000181,2007-06-01,2050,934054
7000182,2012-04-01,265,124656
7000183,2012-07-01,7e3,668500
7000184,2007-02-01,1300,405132
7000185,2008-09-01,625,219170
7000186,2010-09-01,136,63066
7000187,2011-01-01,33,18816
7000188,2009-06-01,165,56912.4
7000189,2011-06-01,89,46599
7000190,2011-04-01,291,138726
7000191,2008-03-01,51,25410
7000192,2011-05-01,6800,2318045
7000193,2011-11-01,57,20559
7000194,2011-01-01,962,289978.5
7000195,2012-10-01,230,110985
7000196,2009-03-01,573,250250
7000197,2010-04-01,875,360150
7000199,2011-08-01,62,36456
7000200,2011-01-01,50,26092.5
7000201,2013-03-01,20,7140
7000202,2012-09-01,319,150097
7000203,2011-03-01,343,157313
7000204,2010-05-01,109,43533
7000205,2011-04-01,132,43050
7000206,2008-12-01,200,64780
7000207,2013-01-01,3e3,1093680
7000208,2011-04-01,73,37558.5
7000209,2012-03-01,675,158500
7000210,2010-01-01,465,151452.5
7000211,2010-12-01,371,189909
7000212,2008-12-01,696,265246.8
7000213,2013-05-01,421,152454
7000214,2009-02-01,90,32130
7000216,2013-03-01,20,10560
7000217,2010-07-01,25,2500
7000218,2011-07-01,141,26398.239999999998
7000220,2013-02-01,55,31587.5
7000221,2013-01-01,550,242550
7000222,2007-10-01,1600,449980
7000224,2012-10-01,286,142046.1
7000225,2008-12-01,450,148575.02
7000227,2009-01-01,355,149148
7000228,2012-12-01,25,2500
7000229,2011-04-01,12358,1561162
7000230,2011-07-01,150,74900
7000231,2012-10-01,50,25725
7000232,2012-04-01,318,126236.25
7000233,2011-11-01,200,74940
7000234,2009-01-01,602,317486
7000236,2009-06-01,1910,760001
7000238,2012-10-01,375,176400
7000239,2014-02-01,2500,958693
7000240,2013-10-01,80,39984
7000242,2012-07-01,715,225225
7000243,2013-12-01,195,89155.5
7000245,2013-04-01,296,147132.3
7000246,2009-09-01,830,346508
7000247,2013-01-01,85,38220
7000249,2013-03-01,500,246372
7000250,2011-01-01,107,27888
7000251,2011-08-01,1700,574770
7000253,2012-12-01,35,23080
7000254,2013-09-01,15388,4106343.93
7000255,2008-04-01,72,42336
7000256,2013-11-01,498,263541.60000000003
7000257,2012-10-01,162,78586.2
7000258,2014-01-01,110,53361
7000259,2014-05-01,36,17676
7000260,2012-02-01,1500,409155
7000261,2013-03-01,14150,3744090
7000262,2013-05-01,350,177055
7000263,2012-03-01,1800,556956.01
7000264,2011-04-01,555,243705
7000265,2013-10-01,122,69138
7000266,2006-03-01,3411,517380.18
7000267,2013-10-01,118,58976.4
7000268,2011-11-01,210,96174.31
7000269,2014-09-01,315,143178
7000270,2004-07-01,25,9300
7000271,2009-07-01,395,147683
7000272,2012-10-01,50,5e3
7000273,2013-11-01,450,205065
7000274,2007-10-01,2e3,776518
7000275,2012-06-01,1250,513056
7000276,2013-04-01,427,200918
7000277,2013-03-01,30,17640
7000278,2010-05-01,2950,1260439
7000279,2012-11-01,34,13495
7000280,2014-09-01,133,42183.7
7000281,2015-07-01,40,13608
7000282,2015-07-01,520,245921
7000283,2015-01-01,75,21640
7000284,2010-04-01,100,48877.5
7000285,2015-04-01,143,75009
7000286,2009-03-01,55,19258
7000287,2010-05-01,1330,443541.5
7000288,2011-04-01,500,174048
7000289,2011-11-01,410,163806
7000290,2008-09-01,7517,504951
7000291,2014-11-01,675,245634
7000292,2015-03-01,8e3,2511655
7000293,2014-07-01,2960,1259631
7000294,2013-03-01,340,142246
7000295,2011-04-01,135,71645
7000296,2015-06-01,63,8526
7000297,2012-03-01,90,23100
7000298,2013-12-01,910,376686
7000299,2006-03-01,120,19800
7000300,2014-03-01,60,5713
7000301,2013-09-01,126,24696
7000302,2015-07-01,35,18522
7000303,2009-04-01,109,10080
7000304,2011-07-01,45,21456
7000305,2010-01-01,52,22176
7000306,2014-04-01,78,1260
7000307,2011-12-01,125,17640
7000308,2014-12-01,2674,963721
7000309,2016-05-01,1100,52794.72
7000310,2012-11-01,155,89111
7000311,2015-03-01,3060,967124
7000312,2017-03-01,37,16464
7000313,2015-12-01,1640,575773
7000314,2016-07-01,118,67499
7000315,2014-07-01,1900,698127
7000316,2011-01-01,1200,500901
7000317,2012-07-01,4e3,1331525.72
7000318,2011-07-01,513,226233
7000319,2014-08-01,154,46181
7000320,2014-04-01,260,123501
7000321,2016-10-01,505,41865
7000322,2016-10-01,0,1920
7000323,2016-10-01,405,176109
7000324,2016-10-01,150,72666
7000325,2016-10-01,190,91118
7000326,2016-11-01,23,11495
7000327,2017-10-01,2,0
7000328,2016-11-01,435,204392
7000329,2016-10-01,1825,708083
7000330,2016-11-01,39,11466
7000331,2016-10-01,2,2796
7000332,2016-10-01,14,8232
7000333,2016-10-01,27,16109
7000334,2016-10-01,70,36454
7000335,2016-10-01,241,116923
7000336,2017-02-01,25,14602
7000337,2016-10-01,65,17010
7000338,2017-06-01,54,28539
7000339,2016-10-01,47,27769
7000340,2016-10-01,555,244469
7000341,2016-10-01,1370,566180
7000342,2016-10-01,54,26720
7000343,2018-02-01,3250,1369573
7000344,2016-10-01,29,15651
7000345,2017-03-01,272,139597
7000347,2016-10-01,6800,1625820
7000348,2017-04-01,1,588
7000349,2017-03-01,30,14856
7000350,2017-01-01,100,85676
7000351,2016-10-01,85,44608
7000352,2007-06-01,845,278586
